CrEX-3	-106.254949999999000	35.859670000000000	2019-02-27	193.0	Y	Y	2
PM-4	-106.266180000000000	35.850209999999900	2016-05-16	60.0	Y	N	60
R-15 OB	-106.267240000000000	35.859909999999900	1999-07-22	689.0	Y	N	4
R-28	-106.254820000000000	35.860149999999900	2017-02-07	605.0	Y	Y	176
R-42	-106.259140000000000	35.861289999999900	2010-11-10	1270.0	Y	N	66
R-43 S1	-106.260730000000000	35.863599999999900	2019-11-14	223.0	Y	Y	85
R-45 S1	-106.250559999999000	35.859209999999900	2017-12-18	50.7	Y	Y	95
R-50 S1	-106.255910000000000	35.856659999999900	2017-10-26	150.0	Y	Y	107
R-62	-106.266470000000000	35.863120000000000	2019-05-14	326.0	Y	Y	63
