R-15	-106.267239200000000	35.859910200000000
R-19 S3	-106.285420800000000	35.837871700000000
R-40 S1	-106.262782000000000	35.839385000000000
R-43 S1	-106.260734000000000	35.863598000000000
R-56 S1	-106.249694000000000	35.834560000000000
LAUZ-1	-106.273567300000000	35.877869099999900
SCPZ-4	-106.312523600000000	35.874560899999900
SIMR-2	-106.251926100000000	35.853745099999900
R-10 S1	-106.205965300000000	35.850271200000000
R-37 S2	-106.258734000000000	35.844372999999900
R-21	-106.247073099999000	35.834829999999900
CrEX-4	-106.257978400000000	35.859934000000000
R-51 S1	-106.269336999999000	35.842632000000000
R-44 S2	-106.251199099999000	35.856717300000000
R-62	-106.266465800000000	35.863120600000000
R-55 S2	-106.227508500000000	35.829687999999900
R-5 S2	-106.228767000000000	35.873071000000000
SWA-2	-106.312434100000000	35.874748599999900
LAOI(a)-1.1	-106.287094999999000	35.875433999999900
R-56 S2	-106.249694100000000	35.834559900000000
R-1	-106.277210999999000	35.863557999999900
R-35a	-106.243554100000000	35.862763899999900
SWA-1-1	-106.314747800000000	35.875410299999900
R-38	-106.248036300000000	35.837830099999900
R-50 S1	-106.255907600000000	35.856655300000000
R-40 S2	-106.262782300000000	35.839384600000000
SWA-2-4	-106.312523600000000	35.874560899999900
R-60	-106.296176700000000	35.860568100000000
LAO-3a	-106.258221900000000	35.873173100000000
03-B-13	-106.330083400000000	35.873743699999900
R-55 S1	-106.227508500000000	35.829687999999900
SCPZ-5	-106.312481700000000	35.874673999999900
R-28	-106.254819100000000	35.860147800000000
18-MW-18	-106.251659000000000	35.832369000000000
R-39	-106.234551000000000	35.827537000000000
R-20 S2	-106.258708900000000	35.836344699999900
R-14 S1	-106.285645400000000	35.861775999999900
R-3	-106.220900700000000	35.871793400000000
R-23i S1	-106.224762500000000	35.823851800000000
R-17 S1	-106.292590100000000	35.853279399999900
R-9	-106.223606399999000	35.866981799999900
R-44 S1	-106.251199099999000	35.856717300000000
SWA-3	-106.311086300000000	35.873797199999900
R-10 S2	-106.205965000000000	35.850270999999900
SCPZ-11(A)	-106.310584600000000	35.873650599999900
R-61 S1	-106.261203800000000	35.857575599999900
CrEX-3	-106.254952200000000	35.859668800000000
LAOI-3.2	-106.259365399999000	35.873082799999900
R-37 S1	-106.258734000000000	35.844372999999900
R-11	-106.251544000000000	35.862881000000000
R-9i S1	-106.223720500000000	35.866956199999900
